,quality,bake temp,chill time,calories,density,bake time,weight
1261,6,450,11.0,119.0,0.99556,9.4,17.2
1262,7,420,11.0,117.0,0.996,9.2,13.8
1263,8,350,34.0,126.0,0.9905799999999999,12.3,14.0
1264,8,370,53.0,166.0,0.9966,8.9,15.0
1265,5,660,3.0,20.0,0.9954,9.4,12.6
1266,8,260,31.0,68.0,0.9898,11.63333333,11.0
1267,9,340,40.0,114.0,0.9911399999999999,10.8,12.8
1268,8,350,46.0,116.0,0.9960200000000001,9.1,12.4
1269,5,830,5.0,15.0,1.0,9.2,23.4
1270,6,630,16.0,37.0,0.9985,10.0,21.6
1272,8,440,29.0,117.0,0.9938,10.1,17.0
1273,8,370,12.0,76.0,0.98993,12.3,12.6
1274,5,800,33.0,141.0,0.9962,9.9,15.8
1275,7,450,55.0,161.0,0.99546,10.2,12.8
1276,5,820,17.0,144.0,0.9968,9.5,15.8
1277,5,880,16.0,23.0,0.9969399999999999,9.4,17.6
1278,7,900,44.0,130.0,0.99255,9.7,12.2
1279,8,360,17.0,117.0,0.99411,10.1,14.4
1280,5,800,14.0,35.0,0.9972,9.4,14.2
1281,8,370,14.0,119.0,0.9913700000000001,10.2,11.6
1282,9,350,44.0,140.0,0.9914200000000001,10.7,12.8
1284,8,340,28.0,123.0,0.9915,11.4,14.2
1285,8,330,37.0,116.0,0.9959,10.8,16.8
1286,8,470,30.0,90.0,0.99164,11.2,13.6
1287,7,570,45.0,149.0,0.9999,8.6,14.6
1288,5,1220,68.0,124.0,0.9994,9.9,13.2
1289,9,260,48.0,126.0,0.9908899999999999,11.3,13.2
1290,8,400,28.0,85.0,0.9898399999999999,11.2,13.2
1291,8,440,15.0,68.0,0.9932,9.4,13.6
1292,9,370,26.0,97.0,0.9914799999999999,12.6,14.6
1293,7,170,22.0,80.0,0.9908399999999999,11.5,13.4
1294,7,390,10.0,108.0,0.9924299999999999,10.0,11.0
1295,8,340,29.0,81.0,0.99151,12.5,13.4
1296,5,880,16.0,32.0,0.99756,10.2,14.8
1297,8,410,31.0,110.0,0.9914200000000001,11.0,14.0
1298,7,460,51.0,172.0,0.998,9.5,12.2
1299,9,500,40.0,147.0,0.9912,11.4,13.2
1300,8,490,41.0,176.0,0.995,9.2,12.8
1301,6,890,11.0,43.0,0.9975,10.5,16.4
1302,7,630,32.0,201.0,0.998,9.2,15.2
1303,9,510,29.0,149.0,0.99792,9.0,14.0
1304,8,360,15.0,85.0,0.99406,11.2,16.0
1305,9,550,41.0,167.0,0.9953,10.6,16.0
1306,8,290,14.0,141.0,0.99077,12.2,16.6
1307,8,400,35.0,105.0,0.9891399999999999,12.4,12.8
1308,8,390,38.0,172.0,0.9958,9.7,12.6
1309,7,280,11.0,66.0,0.99215,9.8,10.6
1310,9,580,49.0,192.0,0.9979,9.0,14.4
1311,5,670,10.0,42.0,0.9969,9.5,17.6
1312,9,340,62.0,148.0,0.99121,11.3,14.2
1313,7,520,35.0,143.0,0.9959,9.0,13.6
1314,8,480,31.0,228.0,0.9957,9.4,14.0
1315,8,320,54.0,136.0,0.99516,10.6,12.2
1316,9,360,34.0,88.0,0.9902799999999999,12.5,13.0
1317,9,460,16.0,135.0,0.9928,10.4,14.8
1318,7,450,44.0,192.0,0.9981,9.4,14.2
1319,7,280,6.0,24.0,0.9926,9.9,17.8
1320,8,500,30.0,97.0,0.9951,10.1,16.2
1321,5,760,12.0,20.0,0.99546,10.1,14.4
1322,6,810,14.0,38.0,0.9984,9.0,15.6
1323,8,690,20.0,114.0,0.9901399999999999,13.4,13.4
1324,10,350,64.0,138.0,0.9895,12.4,10.4
1325,5,740,41.0,197.0,0.998,9.8,17.0
1326,8,380,53.0,141.0,0.9992,9.2,15.8
1327,9,350,40.0,106.0,0.9891399999999999,12.9,12.4
1328,6,1140,15.0,64.0,0.9958799999999999,9.5,14.0
1330,7,580,25.0,125.0,0.99856,9.4,13.2
1331,8,420,61.0,210.0,0.997,9.7,12.2
1332,5,670,4.0,11.0,0.997,9.5,12.8
1333,6,830,8.0,28.0,0.99836,10.4,18.0
1334,7,510,72.0,177.0,0.9972,9.8,14.0
1335,7,460,17.0,106.0,0.99098,11.5,13.0
1336,9,390,46.0,165.0,0.99795,9.8,13.2
1337,8,320,23.0,118.0,0.9912,11.8,12.8
1338,9,280,32.0,118.0,0.9901,12.1,15.6
1339,8,490,52.5,106.0,0.9969100000000001,9.4,11.4
1340,8,320,68.0,137.0,0.99159,11.3,11.8
1341,7,420,26.0,102.0,0.9942700000000001,9.5,15.2
1342,7,240,13.0,91.0,0.993,10.1,17.0
1343,5,780,7.0,12.0,0.99587,9.5,14.4
1345,5,770,12.0,65.0,0.9967,9.2,16.2
1346,11,350,28.0,124.0,0.997,10.4,18.2
1347,6,580,18.0,38.0,0.99518,11.1,17.0
1348,8,470,52.0,172.0,0.9957299999999999,9.5,14.4
1349,7,390,21.0,177.0,0.9927,10.8,14.0
1350,9,280,29.0,142.0,0.9925,13.0,16.2
1351,7,660,15.0,28.0,0.99459,10.0,12.8
1352,7,420,58.0,166.0,0.99855,9.4,16.4
1353,7,300,34.0,129.0,0.9946,10.4,12.0
1354,8,280,28.0,89.0,0.9913200000000001,11.8,14.8
1355,8,520,23.0,118.0,0.9938,10.4,12.6
1356,8,270,16.0,102.0,0.99067,11.2,11.0
1357,7,460,23.0,130.0,0.99587,9.6,19.6
1358,5,740,27.0,85.0,0.9970600000000001,9.0,15.2
1359,10,470,33.0,96.0,0.9928,10.4,14.0
1360,8,510,51.0,139.0,0.99336,11.0,11.2
1361,5,840,21.0,75.0,0.9987,9.7,18.0
1362,10,260,40.0,104.0,0.9914,11.1,13.2
1363,7,530,41.0,174.0,0.99306,11.6,16.4
1364,6,900,23.0,74.0,0.9953,12.2,10.4
1365,7,400,24.0,125.0,0.9939,9.0,12.4
1366,5,1110,50.0,110.0,0.9983,9.4,15.0
1367,8,500,34.0,150.0,0.9943700000000001,10.0,16.0
1368,8,370,66.0,144.0,0.9923,10.2,14.6
1369,7,390,22.0,64.0,0.9936200000000001,10.7,15.8
1370,8,540,54.0,174.0,0.9954299999999999,9.4,17.0
1371,5,930,16.0,112.0,0.9998,9.5,17.8
1372,7,480,14.0,125.0,0.9942799999999999,9.8,14.4
1373,8,470,27.0,151.0,0.9937,10.1,15.2
1374,5,740,32.0,84.0,0.9971700000000001,9.0,16.0
1375,6,800,11.0,27.0,0.9974,9.4,16.6
1376,8,450,39.0,193.0,0.9986,9.2,14.8
1377,5,1610,7.0,62.0,0.99395,11.0,10.6
1378,8,600,51.0,190.0,0.99916,8.8,12.6
1379,7,660,41.0,176.0,0.9955200000000001,9.4,13.8
1380,6,660,6.0,22.0,0.9986,11.2,22.2
1382,6,1320,3.0,11.0,0.99577,13.2,18.6
1383,8,380,29.0,129.0,0.9931200000000001,10.4,15.0
1384,5,1050,29.0,53.0,0.9998,9.9,20.8
1385,7,590,10.0,112.0,0.9958,10.1,18.2
1386,7,430,34.0,142.0,0.99382,9.8,11.2
1387,8,560,44.0,168.0,0.9947,10.1,14.6
1388,7,430,54.0,201.0,0.99551,9.5,12.8
1389,7,550,53.0,177.0,0.9950200000000001,9.6,12.8
1390,8,480,39.0,197.0,0.9974,9.6,16.8
1391,8,390,16.0,98.0,0.9904,11.7,13.8
1392,5,790,19.0,0.0,0.998,9.2,17.6
1393,5,750,16.0,51.0,0.99685,9.5,14.2
1394,9,340,49.0,158.0,0.98774,13.1,10.0
1395,9,300,22.0,86.0,0.9906200000000001,11.7,11.4
1396,8,420,67.0,181.0,0.99435,10.2,12.8
1397,8,440,31.0,124.0,0.9948,10.2,16.0
1398,8,480,22.0,221.0,0.9969,9.2,15.4
1399,9,420,44.5,129.5,0.9998,9.1,14.6
1400,8,290,25.0,93.0,0.9942799999999999,10.5,11.2
1401,8,450,38.0,127.0,0.9974,8.9,13.4
1402,5,850,10.0,25.0,0.997,11.8,22.0
1403,8,390,50.0,118.0,0.9908,11.2,14.2
1404,7,440,17.0,101.0,0.99471,10.0,14.4
1405,8,230,19.0,86.0,0.99,12.5,13.2
1406,7,530,15.0,144.0,0.993,10.5,15.8
1407,6,680,11.0,35.0,0.996,11.6,15.6
1408,6,440,19.0,65.0,0.991,12.6,14.4
1409,6,1220,10.0,41.0,0.998,12.5,20.4
1410,7,420,54.0,201.0,0.99177,11.4,14.2
1411,8,340,9.0,45.0,0.99144,10.5,13.4
1412,9,180,23.0,127.0,0.99474,11.2,17.4
1413,7,420,17.0,133.0,0.9937299999999999,9.4,12.2
1414,8,440,38.0,100.0,0.9904,11.2,13.2
1415,7,510,54.0,201.0,0.9976,9.0,12.4
1416,4,690,4.0,8.0,0.9939600000000001,10.4,13.2
1417,7,360,47.0,127.0,0.9936799999999999,10.6,12.0
1418,7,490,50.0,187.0,0.9927,9.5,12.2
1419,9,320,35.0,148.0,0.9932,10.7,13.8
1420,9,530,48.5,212.0,0.9986,9.1,14.8
1421,9,360,41.0,98.0,0.99,11.9,13.0
1422,4,800,6.0,13.0,0.99498,10.1,11.2
1423,5,900,8.0,19.0,0.9974,9.3,15.4
1424,7,260,33.0,143.0,0.99244,11.1,15.0
1425,8,490,26.0,152.0,0.99346,10.0,13.4
1426,7,510,35.0,146.0,0.9967600000000001,9.4,13.2
1427,6,1180,10.0,17.0,1.0002,11.7,21.8
1428,6,550,27.0,33.0,0.9922,12.3,12.6
1429,8,350,31.0,128.0,0.9916,12.3,16.4
1430,8,260,29.0,140.0,0.991,12.5,15.6
1431,9,490,31.0,150.0,0.9953,9.9,13.4
1433,7,460,27.0,132.0,0.99234,11.3,11.8
1434,7,530,61.0,183.0,0.9936,9.2,14.2
1435,7,430,29.0,149.0,0.9952,10.0,15.6
1437,8,310,44.0,109.0,0.9906,12.5,15.0
1438,5,820,43.0,60.0,0.9949899999999999,9.2,15.0
1439,6,620,21.0,28.0,0.9935200000000001,12.3,13.2
1440,7,460,54.0,168.0,0.9978,10.1,12.8
1441,4,450,41.0,85.0,0.9938,10.5,10.0
1442,6,770,48.0,166.0,0.9944,8.7,10.6
1443,8,320,15.0,91.0,0.98988,13.1,12.8
1445,9,330,27.0,93.0,0.992,12.6,15.8
1446,7,800,16.0,33.0,0.99736,10.8,14.8
1447,10,280,13.0,59.0,0.98975,11.9,10.4
1448,8,360,17.0,98.0,0.9914200000000001,10.5,11.0
1449,6,780,1.0,28.0,0.9990000000000001,10.3,18.2
1450,7,380,15.0,72.0,0.99066,11.0,13.2
1451,7,520,27.0,128.0,0.99475,9.4,12.4
1452,6,830,17.0,38.0,0.9962200000000001,11.1,19.2
1453,7,400,52.0,103.0,0.99026,11.2,11.0
1454,8,580,55.0,194.0,0.9979,9.0,14.4
1455,9,350,42.0,120.0,0.9928,10.6,16.0
1456,9,320,49.0,151.0,0.99,12.7,14.4
1457,6,720,26.0,52.0,0.99379,11.5,12.6
1458,7,410,61.0,230.0,0.99505,8.9,12.2
1459,5,890,10.0,52.0,0.9968,9.5,16.6
1460,7,460,47.0,188.0,0.9964,10.0,16.0
1461,6,720,31.0,92.0,0.99566,11.1,14.6
1462,8,530,39.0,148.0,0.9927,9.4,13.8
1463,8,530,52.0,196.0,0.9959,9.1,13.0
1464,9,470,33.0,127.0,0.991,11.0,11.2
1465,7,390,62.0,204.0,0.9982,9.5,15.0
1466,8,420,36.0,130.0,0.9979,9.9,14.6
1468,9,390,43.0,125.0,0.99229,10.1,13.4
1469,8,470,69.0,160.0,0.99705,9.6,13.6
1470,8,470,47.0,156.0,0.99945,9.1,14.2
1471,7,360,23.0,56.0,0.9904,11.3,11.8
1472,8,340,41.0,193.0,0.99223,10.4,13.0
1473,8,450,16.0,169.0,0.9957,8.7,13.0
1474,8,230,20.0,109.0,0.9926200000000001,12.6,13.4
1475,6,790,3.0,6.0,0.9951200000000001,11.9,17.2
1476,8,370,57.0,170.0,0.99884,9.4,12.6
1477,7,300,23.0,128.0,0.9929,10.9,14.8
1478,7,500,30.0,137.0,0.9930399999999999,11.1,12.8
1479,7,620,31.0,54.0,0.9972799999999999,10.0,14.6
1481,7,460,52.0,183.0,0.99584,9.4,13.6
1482,9,280,29.0,113.0,0.9912,12.3,12.0
1484,7,710,19.0,117.0,0.9949600000000001,9.8,14.8
1485,9,340,45.0,152.0,0.9921,11.6,12.6
1486,7,470,34.0,132.0,0.9914,11.4,13.8
1487,8,480,41.0,161.0,0.99256,10.5,12.6
1488,8,360,45.0,138.0,0.9939,11.4,15.0
1489,5,570,5.0,10.0,0.99525,9.5,13.6
1490,8,560,50.0,110.0,0.9954,9.9,15.0
1491,8,380,8.0,79.0,0.9923,10.5,11.2
1492,9,480,55.0,149.0,0.9937,11.0,12.0
1493,7,450,31.0,147.0,0.9982200000000001,9.2,13.2
1494,6,830,14.0,23.0,0.9976,11.3,18.4
1495,10,570,45.0,155.0,0.9980700000000001,8.8,14.6
1496,8,310,27.0,107.0,0.99,11.9,14.0
1497,9,280,14.0,78.0,0.9923799999999999,11.5,14.8
1498,6,460,9.0,62.0,0.9940000000000001,10.1,14.0
1499,5,760,15.0,36.0,0.9973,9.8,13.4
1501,5,970,19.0,27.0,0.9959600000000001,9.4,15.4
1502,9,270,36.0,134.0,0.9898,12.5,13.0
1504,7,470,37.0,133.0,0.9978,8.8,15.0
1505,8,460,34.0,175.0,0.9934,9.4,12.6
1506,7,420,32.0,160.0,0.9944,10.7,15.2
1507,5,860,12.0,80.0,0.9958,10.1,13.4
1508,7,390,37.0,125.0,0.99436,9.9,14.0
1509,10,260,37.0,113.0,0.99139,12.3,13.8
1510,7,510,26.0,146.0,0.9939,10.2,15.2
1511,8,390,43.0,188.0,0.9911,12.0,14.4
1512,6,370,34.0,161.0,0.9935,11.5,14.8
1513,9,480,38.0,113.0,0.9935200000000001,10.1,13.4
1514,7,580,25.0,115.0,0.99567,10.9,15.0
1515,7,420,17.0,133.0,0.9937299999999999,9.4,12.2
1516,8,380,8.0,210.0,0.9937,9.9,12.8
1517,7,560,38.0,187.0,0.9948600000000001,10.6,12.4
1518,8,250,51.0,175.0,0.9928,11.4,14.6
1519,6,790,19.0,58.0,0.9991,10.1,20.0
1520,6,780,18.0,30.0,0.9940200000000001,11.2,12.2
1521,6,700,4.0,15.0,0.9969299999999999,10.3,15.2
1522,6,850,17.0,31.0,0.9958899999999999,10.4,15.2
1523,7,460,50.0,184.0,0.99898,9.4,14.0
1524,8,490,35.0,163.0,0.9924,10.3,12.6
1525,7,460,48.0,198.0,0.9937,10.3,11.2
1526,7,510,16.0,119.0,0.99416,9.2,12.0
1527,8,570,41.0,163.0,0.9949,9.9,14.6
1528,8,430,20.0,67.0,0.9911200000000001,9.9,11.2
1529,8,520,24.0,90.0,0.9963,9.4,12.8
1530,8,390,51.0,150.0,0.99535,10.7,12.8
1531,4,860,6.0,29.0,0.9974,9.0,14.8
1532,7,480,40.0,251.0,0.9956,10.0,13.4
1533,7,460,9.0,116.0,0.9944,9.4,15.2
1534,8,460,60.0,143.0,0.99526,10.8,12.6
1535,6,840,9.0,22.0,0.9961899999999999,10.9,15.8
1536,5,1010,16.0,72.0,0.9957,9.4,14.8
1537,9,400,44.0,118.0,0.9935,9.5,11.6
1538,8,270,37.0,93.0,0.992,10.8,13.6
1539,8,440,45.0,104.0,0.99454,9.9,13.6
1540,7,460,40.0,142.0,1.0,8.7,13.6
1541,5,900,16.0,63.0,0.9965,9.6,16.8
1542,8,330,26.0,120.0,0.9949399999999999,10.0,11.6
1543,7,610,50.5,238.5,0.9958,9.5,13.6
1544,8,450,24.0,131.0,0.99284,10.5,13.4
1545,8,400,41.0,143.0,0.9932,10.2,17.2
1546,8,520,18.0,141.0,0.9927299999999999,10.5,12.8
1547,5,1120,11.0,38.0,0.9969899999999999,10.9,18.4
1548,8,470,40.0,117.0,0.99111,11.1,13.6
1549,7,420,41.0,146.0,1.0001,8.7,13.6
1550,8,250,26.0,74.0,0.9929,11.0,13.4
1551,7,510,26.0,126.0,0.9975,9.1,13.8
1552,6,740,8.0,19.0,0.9962,10.5,16.0
1553,7,480,47.0,206.0,0.9964,9.1,14.8
1554,7,500,76.0,192.0,0.9976,8.7,14.4
1555,8,400,37.0,117.0,0.99182,11.3,12.6
1556,5,890,10.0,52.0,0.9968,9.5,16.6
1557,9,560,66.0,171.0,0.99464,10.4,11.2
1558,7,380,43.0,133.0,0.99924,8.8,13.0
1559,9,290,25.0,93.0,0.9874200000000001,13.6,10.6
1560,5,970,29.0,65.0,0.9988,9.6,18.4
1561,6,630,11.0,18.0,0.9919100000000001,12.2,11.4
1563,8,330,28.0,111.0,0.98962,12.4,12.2
1564,10,240,64.0,106.0,0.98993,12.6,13.6
1565,6,920,14.0,45.0,0.998,10.0,18.8
1566,8,310,35.0,137.0,0.9946,10.4,13.6
1567,8,360,27.0,119.0,0.9919600000000001,11.2,14.8
1568,7,480,53.0,173.0,0.9930399999999999,9.8,12.6
1569,6,900,13.0,62.0,0.9966,10.5,18.8
1570,8,520,38.0,118.0,0.998,10.0,15.6
1571,9,360,38.0,124.0,0.9898,12.4,12.2
1572,6,760,8.0,23.0,0.9974,9.6,16.6
1573,11,310,27.0,139.0,0.99055,12.5,14.8
1574,8,290,37.0,81.0,0.9892,12.2,11.8
1575,6,490,8.0,178.0,0.9950200000000001,9.4,13.4
1576,5,940,35.0,106.0,0.9982,9.2,17.8
1577,8,500,58.0,116.0,0.99592,9.8,11.4
1578,5,650,28.0,52.0,0.9937799999999999,11.6,12.8
1579,5,910,6.0,16.0,0.998,9.7,18.6
1580,8,690,28.0,160.0,0.9954,9.8,14.0
1581,5,860,14.0,57.0,0.9969,10.3,15.2
1582,8,320,27.0,96.0,0.9896,12.3,12.0
1583,6,770,7.0,27.0,0.9987,9.4,13.8
1584,7,590,5.0,13.0,0.9976,10.5,20.4
1585,8,300,30.0,102.0,0.9938,9.4,11.0
1586,6,670,8.0,44.0,0.99384,12.0,13.0
1587,8,740,29.0,107.0,0.998,9.2,14.2
1588,7,510,77.0,194.0,0.9976,8.7,14.8
1589,9,440,39.0,194.0,0.9982,9.6,15.4
1590,7,520,24.0,126.0,0.9922799999999999,10.8,14.4
1591,8,580,66.0,243.0,0.9983299999999999,9.1,13.2
1592,8,470,47.0,156.0,0.99945,9.1,14.2
1593,5,1460,27.0,90.0,0.9984,9.4,18.0
1594,7,510,40.0,167.0,0.99756,9.7,14.4
1595,5,1040,10.0,22.0,0.99828,10.6,16.4
1596,9,360,14.0,55.0,0.9909,11.5,13.8
1597,10,340,22.0,112.0,0.99,12.6,14.0
1598,7,450,38.0,126.0,0.9958,9.2,14.0
1599,9,330,34.0,111.0,0.98924,12.2,13.4
1600,6,500,27.0,63.0,0.9916,14.0,10.4
1601,5,1150,20.0,112.0,0.9968,9.3,15.4
1602,9,360,30.0,111.0,0.9936200000000001,10.13333333,12.0
1603,11,210,24.0,85.0,0.98965,12.4,13.2
1604,8,410,63.0,192.0,0.9964200000000001,10.2,14.2
1606,8,430,34.0,90.0,0.9904700000000001,11.2,14.0
1607,8,170,31.0,69.0,0.9892,12.5,14.8
1608,7,400,28.0,191.0,0.9971,9.2,13.8
1609,8,670,17.0,100.0,0.9957,10.1,17.4
1610,7,510,25.0,149.0,0.9934,10.0,13.0
1611,8,410,27.0,99.0,0.9927,9.8,14.8
1612,8,500,38.0,174.0,0.9983,9.0,14.6
1613,5,1220,4.0,17.0,1.0006,10.2,22.8
1614,7,520,54.0,214.0,0.9961,8.9,13.6
1615,8,470,47.0,156.0,0.99945,9.1,14.2
1616,8,420,36.0,156.0,0.9960399999999999,9.4,13.8
1617,7,390,21.0,123.0,0.9959,9.5,19.0
1618,8,380,26.0,89.0,0.9915,12.5,13.6
1620,7,1570,17.0,129.0,0.9939600000000001,9.3,12.0
1621,6,1320,17.0,44.0,0.99734,11.5,21.8
1622,8,230,6.0,80.0,0.98865,12.9,13.0
1623,7,480,14.0,125.0,0.9942799999999999,9.8,14.4
1624,8,420,48.0,189.0,0.992,11.4,14.0
1625,6,500,17.0,128.0,0.9946,10.6,14.2
1626,6,780,1.0,28.0,0.9990000000000001,10.3,18.2
1628,7,510,34.0,149.0,0.99306,11.0,12.4
1629,8,380,27.0,107.0,0.99206,11.5,13.6
1630,7,280,34.0,120.0,0.9924200000000001,11.2,17.6
1631,8,440,29.0,110.0,0.9912,12.7,15.2
1632,8,480,45.0,176.0,0.99472,10.1,13.4
1633,7,400,61.0,248.0,0.9979399999999999,9.7,13.4
1634,9,270,37.0,122.0,0.99165,12.6,14.0
1635,5,830,8.0,29.0,0.99855,9.6,14.2
1636,8,410,29.0,109.0,0.99418,10.9,13.0
1637,8,420,26.0,81.0,0.9954,9.7,14.8
1638,7,460,22.0,113.0,0.99224,10.0,11.0
1639,9,440,45.0,163.0,1.0003,8.6,16.0
1640,9,380,19.0,102.0,0.9912,11.0,12.8
1641,9,320,35.0,110.0,0.9907,12.9,16.6
1642,7,360,35.0,167.0,0.9956,9.2,19.6
1643,8,540,34.0,231.0,0.9964,10.0,14.6
1644,6,770,29.0,60.0,0.9968,9.4,17.8
1645,8,1520,9.0,55.0,0.9927,9.8,12.0
1646,5,750,32.0,44.0,0.9954700000000001,10.2,11.8
1647,8,470,29.0,140.0,0.995,9.7,13.4
1648,4,540,6.0,113.0,0.99572,11.5,12.0
1649,8,280,32.0,107.0,0.9936,10.8,14.6
1650,9,280,37.0,104.0,0.99161,11.8,12.0
1651,8,290,27.0,155.0,0.9931,10.6,14.6
1652,8,400,39.0,173.0,0.9918,11.4,14.6
1653,7,500,10.0,112.0,0.9928600000000001,9.9,14.6
1654,6,670,47.0,178.0,0.9983799999999999,9.2,15.0
1655,8,420,22.0,124.0,0.9944,10.8,16.2
1656,8,370,35.0,113.0,0.99164,10.6,12.8
1657,7,350,14.0,101.0,0.9928,11.5,16.6
1659,8,310,20.0,80.0,0.9908899999999999,11.5,13.8
1660,5,740,8.0,25.0,0.9960600000000001,9.7,14.0
1661,5,840,31.0,145.0,0.9978,9.4,19.0
1663,7,870,6.0,20.0,0.9967600000000001,11.1,21.2
1664,8,480,33.0,201.0,0.9961200000000001,9.9,12.4
1665,7,410,48.0,195.0,0.9968,9.5,12.6
1666,8,340,26.0,127.0,0.9928,10.8,14.0
1667,9,370,31.0,95.0,0.9894200000000001,12.6,12.8
1668,6,1190,34.0,68.0,0.99708,10.9,21.2
1669,9,300,26.0,132.0,0.9940000000000001,11.0,14.8
1670,5,790,13.0,28.0,0.9971200000000001,10.0,19.0
1671,8,450,61.0,206.0,0.9957,9.0,13.8
1672,4,890,13.0,26.0,0.9978,9.6,16.4
1673,5,750,12.0,56.0,0.9968,9.2,13.2
1674,8,210,18.0,82.0,0.9891,13.13333333,12.0
1675,8,550,18.0,150.0,0.9917,11.2,14.8
1676,5,290,5.0,109.0,0.9913,11.7,11.6
1677,7,580,16.0,165.0,0.9997,9.2,13.2
1678,8,320,31.0,111.0,0.9889,12.2,12.4
1679,7,240,52.0,99.0,0.9925,11.4,17.6
1680,8,580,30.0,93.0,0.9932200000000001,9.2,14.0
1681,7,370,63.0,206.0,0.9955299999999999,9.6,13.4
1682,5,660,18.0,47.0,0.9956,10.4,14.8
1683,9,300,38.0,142.0,0.98892,12.9,11.8
1684,6,820,5.0,14.0,0.9987,10.7,18.8
1685,5,620,7.0,20.0,0.9941,11.1,15.8
1686,5,670,8.0,16.0,0.99334,12.6,13.4
1687,7,480,16.0,89.0,0.99182,13.6,10.6
1688,7,460,31.0,145.0,0.9983,9.5,13.4
1689,8,590,19.0,112.0,0.9931399999999999,9.2,12.8
1690,7,460,36.0,158.0,0.9996,9.2,15.2
1691,7,640,13.0,29.0,0.99397,11.7,13.2
1692,9,340,29.0,99.0,0.99031,12.3,13.2
1693,8,390,18.0,98.0,0.99215,11.0,16.6
1694,7,520,47.0,197.0,0.99865,9.0,14.4
1695,9,410,29.0,82.0,0.99065,11.8,12.4
1696,7,380,43.0,133.0,0.99924,8.8,13.0
1697,7,500,23.0,86.0,0.99398,9.0,14.0
1698,9,330,36.0,136.0,0.99316,10.4,16.0
1699,9,410,14.0,73.0,0.9898100000000001,11.6,11.2
1701,8,290,30.0,105.0,0.99206,11.8,13.2
1702,8,440,45.0,131.0,0.9960399999999999,9.7,13.2
1703,9,440,35.0,169.0,0.99975,8.8,17.4
1704,7,560,31.0,161.0,0.9952,9.5,13.6
1705,7,300,24.0,101.0,0.9892299999999999,13.0,12.6
1706,7,560,68.0,210.0,0.99718,9.5,14.0
1707,5,970,24.0,66.0,0.99785,9.4,15.2
1709,5,780,16.0,86.0,0.9974299999999999,9.7,14.4
1710,8,350,21.0,93.0,0.99364,11.9,12.4
1711,4,800,11.0,63.0,0.9965200000000001,9.8,16.0
1712,5,1020,32.0,71.0,1.00015,9.8,19.8
1713,8,490,52.5,120.0,0.9969100000000001,9.4,11.4
1714,7,480,16.0,42.0,0.99154,14.0,9.8
1715,8,280,27.0,95.0,0.9932,11.3,18.0
1716,8,570,51.0,221.0,0.99851,8.9,13.2
1717,10,500,43.0,116.0,0.99326,11.5,13.8
1718,6,600,27.0,113.0,0.99344,9.2,12.2
1719,8,460,57.0,161.0,0.9946,10.5,13.4
1720,7,690,35.0,182.0,0.9939100000000001,9.733333333,11.4
1721,6,780,21.0,56.0,0.9963299999999999,9.5,12.4
1722,7,450,47.0,182.0,0.9957,9.1,12.8
1723,5,730,13.0,38.0,0.9955,9.3,13.0
1724,6,610,6.0,11.0,0.99585,12.0,20.0
1725,8,310,54.0,216.0,0.99154,13.1,13.0
1726,7,300,43.5,171.0,0.9948,12.0,17.2
1727,8,480,16.0,125.0,0.99282,10.0,11.2
1728,8,390,15.0,89.0,0.9919,9.2,10.2
1729,9,270,28.0,87.0,0.9919,11.3,15.6
1730,9,490,50.0,144.0,0.9971,10.2,16.2
1731,10,570,45.0,155.0,0.9980700000000001,8.8,14.6
1732,8,520,26.0,128.0,0.991,11.4,13.6
1733,6,590,11.0,25.0,0.9966,10.1,17.4
1734,7,470,54.0,171.0,0.9987,9.1,15.8
1736,6,470,9.0,101.0,0.9940000000000001,11.1,16.8
1737,7,570,40.0,234.0,1.0005,9.0,17.0
1738,8,440,44.0,176.0,0.9996,9.0,14.2
1739,5,670,12.0,53.0,0.9971,9.1,15.2
1740,4,960,26.0,61.0,1.00025,9.8,16.2
1741,9,520,52.5,158.0,0.9976,10.2,16.2
1742,7,260,27.0,114.0,0.99174,12.7,14.4
1743,7,330,11.0,63.0,0.9908,12.0,16.2
1744,9,450,36.0,138.0,0.9922,11.3,13.2
1745,8,610,25.0,178.0,0.995,10.0,15.8
1746,6,370,3.0,75.0,0.9904,11.4,11.6
1747,7,490,47.0,184.0,0.9951399999999999,9.5,12.6
1748,7,440,34.0,133.0,0.9955,9.5,13.0
1749,8,270,20.0,104.0,0.9924,13.1,12.8
1750,5,880,15.0,64.0,0.9969,9.3,12.4
1751,7,560,9.0,24.0,0.99695,10.3,19.2
1752,6,660,6.0,10.0,0.99724,10.9,20.8
1753,5,740,21.0,66.0,0.9974,9.2,15.6
1754,6,780,5.0,30.0,0.9967,9.8,17.0
1755,8,520,25.0,94.0,0.99782,9.2,12.2
1756,6,1190,14.0,56.0,0.9962,10.9,17.6
1757,8,400,39.0,148.0,0.9942,10.2,17.6
1758,6,1180,6.0,14.0,0.9982,9.8,21.8
1759,7,410,12.0,188.0,0.9953,9.5,17.8
1760,9,300,27.0,108.0,0.99031,12.2,10.8
1761,7,520,6.0,48.0,0.9911,11.4,15.6
1762,7,500,33.0,184.0,0.9994299999999999,9.3,12.2
1763,8,570,15.0,73.0,0.9928,10.4,16.4
1764,10,340,43.0,150.0,0.9922,11.0,12.8
1765,10,260,29.0,130.0,0.9895299999999999,13.4,10.8
1766,8,350,18.0,156.0,0.99666,9.0,13.4
